Total_Pop_2009,Total_Pop_2014,Total_Pop_2019,Total_Pop_2024,GEOID
2993.0,3053.0,2969.0,2588.0,48087
17707.0,17542.0,17428.0,18352.0,51570
20554.0,20771.0,21224.0,21006.0,48089
44633.0,45987.0,45486.0,46224.0,13071
24292.0,24400.0,23776.0,22349.0,05027
67397.0,67662.0,69968.0,71789.0,12023
108015.0,132362.0,150705.0,162434.0,13073
62217.0,62525.0,60371.0,61100.0,36021
48612.0,49325.0,51375.0,53493.0,41009
64837.0,67089.0,65715.0,65362.0,42037
3984.0,4031.0,3992.0,4014.0,53013
54949.0,56659.0,57133.0,58272.0,55021
108683.0,106622.0,103190.0,100704.0,39029
54050.0,57512.0,56068.0,50140.0,37047
21001.0,21424.0,21454.0,21984.0,06011
104960.0,115808.0,141642.0,183826.0,48091
1850.0,1911.0,1740.0,1729.0,20033
112828.0,125647.0,121762.0,121825.0,40031
13517.0,13755.0,13529.0,13950.0,48093
3610.0,4091.0,3266.0,3328.0,48095
18979.0,20609.0,19778.0,18174.0,22029
13114.0,12985.0,12394.0,11275.0,01035
8021.0,8276.0,8128.0,7530.0,08021
1015571.0,1081232.0,1142251.0,1165012.0,06013
12959.0,13991.0,13921.0,13762.0,56009
20619.0,21175.0,20858.0,21054.0,05029
16419.0,17061.0,17177.0,17532.0,13075
5257001.0,5227827.0,5198275.0,5182090.0,17031
5411.0,5197.0,5376.0,5635.0,27031
38424.0,38558.0,40041.0,43046.0,48097
17371.0,17585.0,17660.0,16824.0,29053
32217.0,32202.0,31741.0,31271.0,33007
63230.0,62678.0,63686.0,64827.0,41011
10777.0,11247.0,10757.0,10300.0,01037
29150.0,29028.0,28501.0,27855.0,28029
,,,2626.0,02066
4146.0,4122.0,4150.0,3806.0,46031
48207.0,49231.0,47865.0,46246.0,36023
72617.0,76276.0,75280.0,84748.0,48099
36215.0,36768.0,36585.0,36744.0,39031
3282.0,3578.0,3745.0,3607.0,08023
1696.0,1596.0,1642.0,1368.0,48101
6351.0,6157.0,5858.0,5485.0,40033
11343.0,11676.0,11299.0,11458.0,27033
36688.0,37881.0,37200.0,37628.0,01039
20315.0,19495.0,18978.0,18148.0,28031
6171.0,5853.0,5598.0,5680.0,51580
118531.0,131419.0,143260.0,152852.0,13077
34055.0,36201.0,35351.0,34411.0,20035
99874.0,102072.0,106778.0,112360.0,53015
15079.0,14792.0,14390.0,14302.0,40035
5055.0,5206.0,5110.0,4856.0,51045
91474.0,99835.0,107345.0,113249.0,05031
3906.0,4602.0,4802.0,4610.0,48103
96789.0,104574.0,102491.0,102612.0,37049
58740.0,61825.0,62739.0,61139.0,05033
12511.0,12536.0,12325.0,12225.0,13079
19545.0,19626.0,18972.0,18511.0,17033
10795.0,10646.0,10569.0,10499.0,18025
16479.0,17259.0,17034.0,16277.0,19047
38732.0,39277.0,38968.0,39008.0,20037
14519.0,13941.0,13892.0,13369.0,26039
23825.0,24680.0,24154.0,22797.0,29055
44181.0,43036.0,41821.0,41711.0,39033
88810.0,87801.0,85665.0,82716.0,42039
16845.0,16525.0,16235.0,16042.0,55023
68974.0,70607.0,71427.0,72830.0,40037
13687.0,13938.0,13844.0,13122.0,01041
22062.0,23403.0,22713.0,19790.0,13081
52199.0,50172.0,48672.0,47266.0,05035
9108.0,9254.0,9000.0,8979.0,21055
14408.0,14599.0,14399.0,13944.0,47033
3784.0,3871.0,3484.0,2822.0,48105
22473.0,20798.0,23011.0,26277.0,41013
6338.0,7155.0,7472.0,7455.0,56011
6312.0,6025.0,5836.0,5041.0,48107
18801.0,17595.0,16824.0,16543.0,05037
61435.0,62900.0,64217.0,67686.0,27035
6311.0,5558.0,5754.0,5647.0,08025
2476.0,2325.0,2214.0,2195.0,48109
80630.0,80668.0,82853.0,90566.0,01043
44923.0,47910.0,51101.0,54397.0,51047
10802.0,10950.0,10836.0,10334.0,17035
6832.0,6829.0,6697.0,5948.0,21057
276227.0,284351.0,292307.0,308827.0,23005
155266.0,157429.0,151906.0,153305.0,34011
309316.0,324002.0,332861.0,338545.0,37051
227858.0,239420.0,249328.0,268323.0,42041
52852.0,57064.0,59216.0,63553.0,47035
9536.0,9916.0,9824.0,9818.0,51049
9330.0,9081.0,8952.0,8975.0,31039
23713.0,24212.0,26363.0,30601.0,37053
44986.0,50173.0,49732.0,47638.0,35009
21553.0,22341.0,22650.0,23381.0,41015
3598.0,4274.0,4776.0,5247.0,08027
4129.0,4284.0,4169.0,4470.0,16037
11129.0,11869.0,11729.0,11961.0,30017
10894.0,10820.0,10826.0,10518.0,31041
26012.0,28506.0,29152.0,28259.0,40039
7865.0,8358.0,8719.0,8892.0,46033
1296287.0,1267513.0,1247451.0,1245873.0,39035
16070.0,16533.0,16197.0,16165.0,13083
7503.0,7678.0,7578.0,7641.0,29057
779.0,714.0,613.0,783.0,49009
389434.0,405521.0,421453.0,445771.0,27037
20295.0,20902.0,20173.0,21354.0,31043
48233.0,50013.0,49277.0,49599.0,01045
6153.0,6957.0,7304.0,7298.0,48111
42748.0,42743.0,39149.0,36858.0,01047
8214.0,7954.0,7279.0,6242.0,05039
57115.0,72124.0,87099.0,107968.0,19049
16579.0,16632.0,16617.0,17551.0,29059
2383126.0,2448943.0,2606868.0,2621179.0,48113
476381.0,502984.0,536078.0,572674.0,55025
1483.0,1813.0,1730.0,1494.0,30019
44978.0,42704.0,41070.0,42214.0,51590
33976.0,34530.0,36222.0,37875.0,37055
52196.0,52537.0,51513.0,51594.0,39037
66771.0,68161.0,67027.0,62558.0,45031
256400.0,269946.0,275632.0,289593.0,42043
156033.0,163545.0,165381.0,172954.0,37057
621465.0,648048.0,687488.0,715388.0,47037
40297.0,41411.0,42257.0,44122.0,37059
30205.0,32156.0,33120.0,33658.0,18027
93975.0,97631.0,100474.0,103648.0,21059
8061.0,8324.0,8295.0,8477.0,29061
8549.0,8765.0,8920.0,9157.0,19051
286502.0,317646.0,345767.0,370924.0,49011
18932.0,19730.0,19871.0,19952.0,46035
8736.0,9141.0,8810.0,8140.0,31045
21330.0,22500.0,24536.0,30242.0,13085
8547.0,9219.0,9017.0,8827.0,30021
24789.0,24205.0,23733.0,24202.0,31047
13831.0,13593.0,12813.0,12134.0,48115
5637.0,5664.0,5486.0,5437.0,46037
1934.0,1967.0,2040.0,1576.0,35011
26247.0,26968.0,27289.0,27026.0,22031
16290.0,16461.0,15932.0,15373.0,17039
68183.0,71074.0,71310.0,72269.0,01049
733060.0,707185.0,749323.0,765351.0,13089
104279.0,104919.0,104366.0,100703.0,17037
41759.0,42321.0,42927.0,43807.0,18033
12235.0,12824.0,12526.0,10876.0,29063
18624.0,18968.0,19847.0,20959.0,47041
34890.0,34785.0,36903.0,35386.0,12027
148795.0,166266.0,178975.0,191301.0,28033
19821.0,20397.0,20340.0,20016.0,48123
18332.0,19331.0,18736.0,18460.0,48117
49608.0,49840.0,49479.0,51094.0,18029
28495.0,27508.0,26682.0,29195.0,13087
25066.0,26112.0,26562.0,26422.0,18031
8321.0,8286.0,7979.0,7759.0,19053
2966.0,2915.0,2860.0,2726.0,20039
11472.0,11675.0,11686.0,11579.0,47039
8876.0,9243.0,9106.0,9597.0,30023
38516.0,38795.0,38160.0,38343.0,39039
28729.0,28066.0,27495.0,27107.0,06015
115548.0,117441.0,115020.0,112280.0,18035
17445.0,17578.0,17183.0,17558.0,19055
46194.0,47223.0,44995.0,44487.0,36025
159868.0,181821.0,201135.0,226834.0,39041
40076.0,41415.0,42433.0,41279.0,40041
555018.0,560775.0,564554.0,579222.0,42045
30353.0,30378.0,30565.0,31598.0,08029
37413.0,36841.0,36026.0,36813.0,26041
5434.0,5239.0,5249.0,5438.0,48119
1529.0,2048.0,2246.0,1969.0,02068
15036.0,15681.0,15545.0,14539.0,29065
611842.0,708627.0,833822.0,979561.0,48121
582447.0,633777.0,705576.0,718877.0,08031
40700.0,40265.0,39386.0,38487.0,19057
151879.0,163141.0,186251.0,206334.0,41017
13737.0,12602.0,11709.0,10786.0,05041
1988.0,1951.0,1831.0,1847.0,31049
4238.0,4340.0,4318.0,4328.0,46039
4391.0,4817.0,4922.0,4360.0,40043
6007.0,5510.0,5833.0,5205.0,46041
2479.0,2339.0,2203.0,1747.0,48125
16099.0,15612.0,14756.0,13733.0,51051
5341.0,5234.0,4938.0,4935.0,38021
16616.0,16877.0,17127.0,17990.0,19059
18976.0,19641.0,18828.0,18445.0,20041
27003.0,26097.0,25439.0,25954.0,26043
47140.0,50115.0,52680.0,55983.0,47043
4946.0,4956.0,4961.0,4724.0,02070
30777.0,31529.0,30689.0,27862.0,45033
9833.0,10537.0,10438.0,8380.0,48127
25787.0,27993.0,28485.0,28191.0,51053
588433.0,633736.0,692683.0,681294.0,11001
1863.0,2239.0,2335.0,2167.0,38023
14800.0,16137.0,16589.0,17058.0,12029
6224.0,5900.0,5719.0,5545.0,31051
197819.0,,,,35013
7238.0,8282.0,8560.0,7711.0,54017
19695.0,21365.0,20829.0,19805.0,13091
19504.0,20246.0,20669.0,21045.0,27039
35774.0,36742.0,36665.0,37351.0,31053
87597.0,88589.0,87715.0,88742.0,55027
1771.0,1736.0,1857.0,2432.0,08033
7732.0,7904.0,7684.0,7503.0,20043
3703.0,3636.0,3342.0,3257.0,48129
11641.0,14443.0,13736.0,10984.0,13093
27901.0,27789.0,27472.0,30445.0,55029
31646.0,32614.0,32138.0,32754.0,24019
122442.0,142772.0,158299.0,167201.0,45035
95330.0,93890.0,89703.0,83091.0,13095
269451.0,299794.0,336041.0,377150.0,08035
122657.0,135037.0,143316.0,147888.0,13097
19436.0,19867.0,19623.0,19751.0,17041
113724.0,113703.0,120290.0,120302.0,20045
35854.0,36413.0,37513.0,39575.0,27041
13470.0,13575.0,13306.0,11965.0,29067
497939.0,531057.0,560617.0,590736.0,31055
45674.0,47135.0,48132.0,49623.0,32005
103385.0,107156.0,109114.0,112072.0,41019
3050.0,2990.0,2929.0,2828.0,46043
36145.0,39183.0,42023.0,44366.0,53017
43954.0,43901.0,43295.0,44229.0,55031
,212942.0,216069.0,224266.0,35013
18699.0,18705.0,18417.0,17046.0,05043
925530.0,926485.0,929060.0,930024.0,17043
41207.0,42170.0,42543.0,43614.0,18037
92046.0,95166.0,96982.0,99030.0,19061
16327.0,19378.0,20148.0,20185.0,49013
15675.0,16915.0,17312.0,20933.0,25007
1939.0,1966.0,1913.0,1736.0,31057
31528.0,31778.0,30027.0,27493.0,29069
3318.0,3965.0,4395.0,4040.0,38025
42416.0,44045.0,44759.0,45527.0,55033
52358.0,59455.0,58967.0,49335.0,37061
256296.0,282422.0,311848.0,332353.0,37063
292187.0,297388.0,293754.0,298220.0,36027
846385.0,880750.0,936186.0,1023153.0,12031
12199.0,11644.0,11268.0,9742.0,48131
37698.0,38156.0,37416.0,36508.0,47045
50614.0,52233.0,54681.0,55135.0,08037
11812.0,10662.0,10312.0,10603.0,13099
427820.0,443598.0,443763.0,452938.0,22033
8265.0,7602.0,7096.0,7072.0,22035
20871.0,19964.0,19371.0,19271.0,22037
18260.0,18403.0,18273.0,18011.0,48133
106894.0,108081.0,109456.0,109130.0,26045
97422.0,100607.0,103514.0,107116.0,55035
4157.0,4018.0,3981.0,3709.0,13101
128988.0,144932.0,160579.0,164654.0,48135
51348.0,54834.0,57732.0,61105.0,35015
2417.0,2379.0,2301.0,2307.0,38027
18750.0,18171.0,17407.0,16535.0,17045
52586.0,55779.0,52648.0,48736.0,37065
25469.0,26573.0,26927.0,27476.0,45037
11941.0,12137.0,12138.0,12355.0,21061
3981.0,4036.0,3909.0,4048.0,46045
6526.0,6687.0,6455.0,6075.0,17047
3118.0,3006.0,2869.0,2779.0,20047
1908.0,2037.0,1918.0,1290.0,48137
50357.0,53673.0,60477.0,69143.0,13103
34329.0,34280.0,34137.0,34522.0,17049
175941.0,181465.0,188563.0,192662.0,06017
586446.0,645707.0,698974.0,742999.0,08041
729396.0,823862.0,836062.0,870779.0,48141
22786.0,23545.0,25717.0,27874.0,08039
20574.0,19694.0,19166.0,19849.0,13105
3016.0,2734.0,2523.0,2453.0,20049
32594.0,31584.0,30340.0,30506.0,42047
197851.0,199544.0,204558.0,207132.0,18039
46442.0,50991.0,52297.0,54047.0,32007
8291.0,7781.0,7510.0,7307.0,21063
27352.0,28878.0,28775.0,28920.0,20051
3855.0,4113.0,4015.0,3683.0,40045
142348.0,154447.0,173772.0,213160.0,48139
6247.0,6443.0,6231.0,6360.0,20053
76714.0,80321.0,81144.0,89526.0,01051
28791.0,26349.0,26743.0,29321.0,16039
22620.0,22731.0,22533.0,23026.0,13107
10408.0,10834.0,10117.0,10046.0,49015
10357.0,10068.0,9438.0,9262.0,19063
33467.0,32922.0,33104.0,34125.0,26047
3542.0,3491.0,3310.0,3254.0,38029
5605.0,5682.0,5442.0,5547.0,51595
35454.0,39291.0,41841.0,43794.0,48143
914200.0,920694.0,919355.0,950622.0,36029
77400.0,76416.0,74780.0,74581.0,39043
279721.0,280132.0,273835.0,269052.0,42049
37561.0,38042.0,37057.0,36629.0,01053
303292.0,304099.0,313491.0,325923.0,12033
849.0,1041.0,969.0,1028.0,32009
734889.0,757395.0,783676.0,813054.0,25009
771353.0,789616.0,795404.0,863002.0,34013
37927.0,39072.0,37459.0,36973.0,36031
6436.0,6231.0,6200.0,5982.0,50009
10813.0,11166.0,10998.0,10623.0,51057
14880.0,14547.0,14224.0,14035.0,21065
103150.0,104126.0,102748.0,103105.0,01055
1387.0,1761.0,1859.0,1585.0,32011
35490.0,33778.0,33589.0,32060.0,22039
11446.0,10868.0,10687.0,10757.0,13109
96843.0,99319.0,99072.0,95460.0,02090
1012751.0,1117072.0,1145862.0,1147837.0,51059
23369.0,23507.0,23531.0,25026.0,51600
892843.0,934215.0,943926.0,,09001
140842.0,148067.0,154457.0,163453.0,39045
23482.0,23382.0,22565.0,20550.0,45039
7240.0,6957.0,6747.0,7258.0,46047
2657.0,3028.0,2921.0,2760.0,30025
11233.0,13074.0,14128.0,14710.0,51610
17048.0,17524.0,17272.0,17291.0,48145
22434.0,23632.0,25395.0,25742.0,13111
32884.0,33775.0,34537.0,37326.0,48147
14834.0,14337.0,13801.0,13914.0,27043
2276.0,2371.0,2312.0,2126.0,46049
104468.0,117804.0,123624.0,127717.0,05045
66330.0,66726.0,69728.0,74577.0,51061
17651.0,17019.0,16494.0,16053.0,01057
105303.0,107930.0,112303.0,122244.0,13113
21015.0,22041.0,21565.0,21315.0,17051
24313.0,23955.0,23194.0,23334.0,18041
20484.0,20693.0,19803.0,19288.0,19065
287537.0,304473.0,320601.0,323725.0,21067
28205.0,28875.0,28620.0,28876.0,39047
143925.0,135376.0,131302.0,125997.0,42051
36820.0,38664.0,40164.0,43267.0,47047
22620.0,24725.0,25141.0,25042.0,48149
46240.0,45709.0,43576.0,39519.0,54019
17412.0,17922.0,18213.0,19309.0,47049
11218.0,11496.0,11221.0,11687.0,30027
7444.0,7657.0,7578.0,7387.0,53019
20966.0,20842.0,20949.0,21414.0,27045
6051.0,5767.0,5547.0,5541.0,31059
41002.0,37099.0,36750.0,38084.0,20055
4028.0,3882.0,3856.0,3655.0,48151
85623.0,98843.0,109801.0,126528.0,12035
86657.0,92373.0,99899.0,110695.0,30029
14604.0,14505.0,14513.0,15323.0,21069
132153.0,138058.0,138475.0,137117.0,45041
4721.0,4473.0,4314.0,4646.0,55037
95239.0,96146.0,97369.0,99693.0,13115
73031.0,75431.0,77320.0,80918.0,18043
16162.0,16153.0,15786.0,15328.0,19067
41965.0,39087.0,36456.0,35224.0,21071
6683.0,6263.0,5803.0,5216.0,48153
14756.0,15452.0,15704.0,15593.0,51063
25162.0,25945.0,26594.0,28092.0,51065
1324.0,1159.0,1275.0,991.0,48155
99336.0,101709.0,102597.0,104137.0,55039
13968.0,13906.0,13270.0,13406.0,17053
32840.0,34604.0,34179.0,34074.0,20057
6811.0,7649.0,7313.0,6715.0,42053
9764.0,9198.0,8995.0,9369.0,55041
78650.0,76159.0,75224.0,78272.0,28035
157514.0,189314.0,228383.0,267287.0,13117
346851.0,358130.0,375195.0,389977.0,37067
508099.0,632946.0,765394.0,893767.0,48157
3424.0,3364.0,3260.0,3358.0,38031
17075.0,17002.0,16430.0,16617.0,18045
30847.0,31663.0,31466.0,31966.0,01059
18037.0,17960.0,17738.0,17326.0,05047
10998.0,11636.0,11811.0,12553.0,12037
21701.0,22051.0,22766.0,24234.0,13119
12272.0,12853.0,13464.0,15056.0,16041
39301.0,39774.0,38923.0,37323.0,17055
23074.0,22980.0,22774.0,23020.0,18047
10594.0,10572.0,10162.0,9956.0,19069
26260.0,25834.0,25558.0,26106.0,20059
48666.0,49509.0,50529.0,51842.0,21073
29757.0,30569.0,29982.0,30413.0,23007
71826.0,71300.0,70577.0,70944.0,25011
8287.0,7944.0,7733.0,7622.0,28037
99866.0,101682.0,103191.0,105950.0,29071
3187.0,3161.0,2987.0,2846.0,31061
50374.0,51508.0,50477.0,46696.0,36033
57201.0,61723.0,66362.0,74386.0,37069
1124073.0,1197592.0,1290360.0,1333048.0,39049
141556.0,151517.0,154147.0,157379.0,42055
41021.0,41069.0,41725.0,43990.0,47051
10915.0,10600.0,10716.0,10632.0,48159
47861.0,48226.0,49116.0,50638.0,50011
51023.0,56360.0,56187.0,55130.0,51067
69757.0,84508.0,92009.0,98902.0,53021
19996.0,20645.0,20238.0,19408.0,22041
8728.0,8534.0,8147.0,8250.0,51620
224185.0,239253.0,251422.0,287048.0,24021
72120.0,80377.0,86415.0,95008.0,51069
22314.0,26632.0,28622.0,28873.0,51630
31211.0,31034.0,30463.0,30623.0,27047
18936.0,19661.0,19714.0,20049.0,48161
47393.0,46879.0,47321.0,49634.0,08043
12537.0,13024.0,13020.0,13943.0,16043
7488.0,7200.0,6946.0,6514.0,19071
37432.0,40739.0,39812.0,39533.0,56013
890750.0,948844.0,984521.0,1016725.0,06019
16136.0,17847.0,19871.0,18582.0,48163
2643.0,2540.0,2640.0,2569.0,31063
11700.0,12218.0,12231.0,12302.0,05049
987148.0,967100.0,1036200.0,1076561.0,13121
36860.0,36616.0,35092.0,33020.0,17057
20251.0,20638.0,20096.0,20312.0,18049
6918.0,6550.0,6130.0,6409.0,21075
55031.0,54870.0,53646.0,52487.0,36035
42482.0,42541.0,42253.0,42240.0,39051
14808.0,14747.0,14506.0,14531.0,42057
4681.0,4908.0,4747.0,4568.0,31065
46725.0,46865.0,45945.0,43710.0,12039
22935.0,21889.0,21594.0,21629.0,31067
14840.0,18496.0,20706.0,22232.0,48165
6806.0,6981.0,6517.0,6726.0,51640
5921.0,5439.0,5064.0,4819.0,17059
8090.0,8554.0,8737.0,8769.0,21077
86532.0,93108.0,108063.0,124074.0,30031
30837.0,30763.0,30088.0,29068.0,39053
282440.0,302276.0,332885.0,358990.0,48167
1856.0,1939.0,1864.0,1761.0,31069
52878.0,56684.0,59055.0,62479.0,08045
1135.0,1097.0,1036.0,1094.0,30033
1902.0,1954.0,2001.0,1718.0,31071
57700.0,61663.0,61898.0,62146.0,40047
4488.0,5105.0,4998.0,5219.0,49017
2129.0,2240.0,2230.0,2353.0,53023
96285.0,96804.0,98555.0,100035.0,05051
16829.0,16880.0,17445.0,17568.0,21079
29631.0,29945.0,29235.0,28615.0,24023
27027.0,27421.0,27835.0,25860.0,40049
4743.0,6337.0,6070.0,5118.0,48169
15327.0,15014.0,14711.0,14746.0,29073
202149.0,208379.0,219271.0,234881.0,37071
11555.0,11877.0,11548.0,10376.0,37073
29951.0,36458.0,34025.0,35815.0,20061
98143.0,93819.0,93843.0,95481.0,39055
16355.0,16732.0,17331.0,20614.0,16045
432720.0,418654.0,407875.0,403305.0,26049
58208.0,59702.0,57808.0,57787.0,36037
25800.0,26816.0,26417.0,26887.0,01061
6249.0,6792.0,6616.0,6245.0,29075
21926.0,22960.0,23917.0,25170.0,28039
60235.0,60389.0,61952.0,64811.0,45043
32834.0,33586.0,33656.0,33000.0,18051
48586.0,49632.0,49228.0,50869.0,47053
51850.0,53242.0,53546.0,53795.0,04007
16771.0,16948.0,17953.0,19040.0,12041
29075.0,29064.0,29285.0,30620.0,47055
17193.0,17025.0,16772.0,16557.0,51071
23488.0,25179.0,26459.0,27524.0,48171
1623.0,1926.0,1878.0,1971.0,41021
28381.0,28441.0,30414.0,32426.0,13123
6889.0,8706.0,8041.0,7288.0,54021
5177.0,5557.0,6018.0,5901.0,08047
13411.0,13641.0,13732.0,13637.0,30035
11070.0,13190.0,13516.0,12563.0,12043
26273.0,25599.0,25279.0,25693.0,26051
2736.0,3086.0,2996.0,2932.0,13125
1408.0,1190.0,1510.0,1068.0,48173
27891.0,28019.0,27976.0,28494.0,06021
284552.0,289705.0,291165.0,306954.0,34015
38229.0,36938.0,37222.0,39526.0,51073
74507.0,80937.0,84470.0,85447.0,13127
16193.0,16042.0,15061.0,14319.0,26053
873.0,738.0,728.0,899.0,30037
1533.0,1812.0,1845.0,1653.0,38033
7006.0,7357.0,7565.0,7141.0,48175
19510.0,20054.0,20731.0,19851.0,48177
20429.0,21627.0,22865.0,26410.0,51075
45605.0,46336.0,46246.0,47943.0,27049
14320.0,15241.0,15148.0,15931.0,16047
51760.0,55666.0,57202.0,59100.0,13129
12137.0,13555.0,13342.0,12605.0,56015
1932.0,1997.0,2013.0,2040.0,31073
2599.0,2786.0,2644.0,2799.0,20063
24801.0,25239.0,24828.0,26108.0,13131
50434.0,53161.0,55071.0,56606.0,40051
85626.0,89360.0,89777.0,92120.0,33009
34780.0,37311.0,37996.0,39232.0,04009
2566.0,2602.0,2519.0,2389.0,20065
7964.0,8743.0,8509.0,8072.0,37075
22549.0,22724.0,23101.0,24266.0,47057
13550.0,14478.0,15303.0,15895.0,08049
9407.0,9348.0,9640.0,9754.0,49019
66573.0,68144.0,70224.0,72923.0,38035
7575.0,6979.0,7022.0,7450.0,50013
85076.0,88981.0,92181.0,96166.0,26055
2880.0,3133.0,3311.0,3462.0,30039
17544.0,18014.0,18126.0,18242.0,05053
69203.0,69313.0,66452.0,66295.0,18053
7409.0,7856.0,7467.0,7229.0,20067
25088.0,24667.0,24951.0,25418.0,21081
5965.0,5977.0,5935.0,6127.0,27051
608.0,649.0,722.0,626.0,31075
29723.0,29303.0,27669.0,27775.0,35017
2525.0,2363.0,2353.0,2269.0,38037
4483.0,4523.0,4397.0,4131.0,40053
6928.0,7325.0,7189.0,7209.0,41023
7165.0,7281.0,7149.0,7563.0,46051
83612.0,91458.0,95502.0,101799.0,53025
11789.0,11829.0,11616.0,10983.0,54023
48969.0,51272.0,51733.0,51770.0,55043
19785.0,22363.0,22340.0,22095.0,22043
55670.0,57955.0,59328.0,60877.0,37077
42230.0,42057.0,40916.0,41385.0,26057
37516.0,37451.0,37248.0,36630.0,21083
5885.0,6043.0,6039.0,5701.0,20069
21791.0,22771.0,22410.0,21045.0,48179
71117.0,71734.0,72779.0,77053.0,53027
25320.0,25934.0,26247.0,26707.0,21085
117913.0,121975.0,131014.0,143337.0,48181
16056.0,15255.0,15742.0,15287.0,51077
,,,329259.0,09120
1183.0,1223.0,1185.0,1304.0,20071
2344.0,2500.0,2382.0,2202.0,31077
11513.0,11186.0,10979.0,11369.0,21087
35631.0,36971.0,36896.0,37017.0,55045
18646.0,19001.0,18755.0,19263.0,55047
34610.0,35639.0,35155.0,32386.0,54025
9112.0,8798.0,8324.0,7424.0,01063
40190.0,42970.0,44937.0,46432.0,05055
15629.0,16190.0,17349.0,20109.0,13133
13765.0,13677.0,13132.0,11683.0,17061
32715.0,32978.0,32159.0,31021.0,18055
9489.0,9232.0,8950.0,8688.0,19073
13699.0,14308.0,13645.0,13615.0,28041
262887.0,280657.0,289756.0,303375.0,29077
49071.0,48618.0,47424.0,47409.0,36039
20402.0,21353.0,21033.0,20486.0,37079
158389.0,163313.0,166502.0,169688.0,39057
39509.0,38171.0,36870.0,34835.0,42059
65698.0,68596.0,68834.0,71628.0,47059
17890.0,18766.0,19519.0,21155.0,51079
7723.0,8800.0,9522.0,9409.0,04011
11916.0,11911.0,11525.0,11275.0,51081
37517.0,36656.0,35555.0,35501.0,21089
430273.0,467087.0,507003.0,548166.0,45045
6912.0,6495.0,6081.0,5919.0,20073
68631.0,69708.0,70411.0,69489.0,45047
5800.0,6144.0,5861.0,5489.0,40055
116901.0,122736.0,123443.0,125480.0,48183
4083.0,4235.0,4186.0,4016.0,46053
23002.0,21660.0,21088.0,21217.0,28043
2310.0,2348.0,2409.0,2245.0,38039
25621.0,26812.0,27984.0,31340.0,48185
46513.0,50173.0,50666.0,53219.0,17063
12166.0,12403.0,12299.0,12384.0,19075
10088.0,10279.0,9992.0,9787.0,29079
14262.0,13574.0,13344.0,13819.0,47061
4365.0,4594.0,4353.0,4381.0,35019
112267.0,139709.0,158966.0,183642.0,48187
40332.0,39794.0,39111.0,38223.0,39059
464041.0,500899.0,527868.0,547940.0,37081
15714.0,15781.0,15576.0,15131.0,12045
14924.0,15503.0,16802.0,17241.0,08051
11032.0,10794.0,10669.0,10688.0,19077
766912.0,842091.0,915046.0,979864.0,13135
1841.0,2092.0,2018.0,1722.0,46055
41790.0,43342.0,44626.0,47793.0,13137
2424.0,2557.0,2518.0,2086.0,02100
17994.0,15393.0,14809.0,14829.0,01065
35535.0,35925.0,33826.0,32131.0,48189
55118.0,53803.0,51190.0,47675.0,37083
35460.0,35704.0,34552.0,33639.0,51083
177685.0,185318.0,198667.0,212705.0,13139
55669.0,60223.0,61265.0,62536.0,31079
3455.0,3270.0,3048.0,2820.0,48191
61698.0,62863.0,64132.0,65669.0,47063
14228.0,14466.0,14326.0,13616.0,12047
8186.0,8371.0,8176.0,7916.0,17065
261328.0,289722.0,323117.0,365056.0,18057
15555.0,15363.0,14997.0,14886.0,19079
2583.0,2632.0,2591.0,2471.0,20075
9302.0,9098.0,9215.0,9464.0,31081
5011.0,4783.0,4515.0,5089.0,36041
851867.0,803272.0,813589.0,830774.0,39061
330941.0,344772.0,360919.0,376192.0,47065
8051.0,8330.0,8332.0,8406.0,48193
5620.0,5949.0,6025.0,6373.0,46057
468171.0,466447.0,467871.0,462815.0,25013
155160.0,160328.0,161032.0,162028.0,25015
22400.0,23674.0,23309.0,23465.0,54027
20997.0,20670.0,19564.0,18254.0,45049
145903.0,136904.0,135041.0,137557.0,51650
9449.0,9043.0,8515.0,8650.0,13141
18720.0,18808.0,17983.0,17281.0,17067
65777.0,70851.0,75164.0,84037.0,18059
11339.0,11175.0,10802.0,10671.0,19081
8601.0,8654.0,8720.0,9034.0,21091
53299.0,54581.0,54601.0,56460.0,23009
41135.0,45136.0,46961.0,46167.0,28045
74058.0,75290.0,75837.0,74866.0,39063
6633.0,6706.0,6587.0,6852.0,47067
30215.0,30369.0,29383.0,28431.0,54029
3268.0,3344.0,3256.0,3140.0,46059
98602.0,100689.0,105537.0,112879.0,51085
5246.0,5540.0,5520.0,5119.0,48195
3585.0,3392.0,3399.0,3472.0,46061
28559.0,28563.0,29227.0,31285.0,13143
28684.0,27549.0,27131.0,25675.0,12049
27759.0,26560.0,25443.0,25433.0,47069
4112.0,4050.0,3945.0,3501.0,48197
4470.0,4226.0,3939.0,3605.0,17069
17486.0,17406.0,17061.0,16639.0,19083
98113.0,107565.0,108527.0,111942.0,21093
31739.0,31826.0,31425.0,30475.0,39065
26093.0,25969.0,25715.0,27249.0,47071
51804.0,55215.0,56765.0,57642.0,48199
655.0,655.0,441.0,741.0,35021
1205.0,1263.0,1306.0,1148.0,46063
13488.0,13955.0,13805.0,14243.0,54031
240297.0,248029.0,252222.0,263757.0,24025
30999.0,28744.0,26699.0,25772.0,21095
3350.0,3462.0,3415.0,2847.0,31083
2876.0,2883.0,2710.0,2406.0,40057
108885.0,121789.0,132283.0,139150.0,37085
6777.0,7253.0,7267.0,7499.0,41025
